landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,gesture
0.6352943778038025,0.9313313364982605,-2.3777087676535302e-07,0.5786752104759216,0.9412174820899963,-0.0662309005856514,0.5219064950942993,0.9262265563011169,-0.12198666483163834,0.5369328856468201,0.9309473633766174,-0.17169173061847687,0.5987684726715088,0.927493155002594,-0.21987088024616241,0.5357763767242432,0.7405086755752563,-0.1136171817779541,0.5020803213119507,0.680606484413147,-0.19461575150489807,0.46491360664367676,0.6444379091262817,-0.24812695384025574,0.427460253238678,0.6103309988975525,-0.2853510081768036,0.6164861917495728,0.6963602900505066,-0.11918515712022781,0.6351653337478638,0.8061400055885315,-0.20875801146030426,0.6118030548095703,0.9368600845336914,-0.22855955362319946,0.5858573913574219,0.9717078804969788,-0.23021888732910156,0.6894131302833557,0.7286204695701599,-0.13157279789447784,0.6981076598167419,0.888178825378418,-0.21497558057308197,0.6637433171272278,1.004701018333435,-0.19636261463165283,0.6333100199699402,1.022988200187683,-0.17024332284927368,0.7487654685974121,0.7882031798362732,-0.15049922466278076,0.7459450960159302,0.9286512136459351,-0.21571741998195648,0.7143270373344421,1.0189682245254517,-0.20313122868537903,0.6873038411140442,1.0361957550048828,-0.1811816692352295,move
0.6418768167495728,0.9038087129592896,-1.3547004584779643e-07,0.5872559547424316,0.9106878042221069,-0.07106548547744751,0.5319473743438721,0.9055442810058594,-0.1312706023454666,0.5425921082496643,0.9205833673477173,-0.18506558239459991,0.601860523223877,0.9222433567047119,-0.23855745792388916,0.5481777191162109,0.7371253371238708,-0.1297590583562851,0.5138770341873169,0.6844731569290161,-0.21664805710315704,0.47233086824417114,0.6530443429946899,-0.2747182548046112,0.4311269521713257,0.6262149810791016,-0.3141515552997589,0.6292248368263245,0.7003749012947083,-0.13463030755519867,0.6465570330619812,0.822794497013092,-0.2301248162984848,0.6283036470413208,0.9422836303710938,-0.25570520758628845,0.6057525277137756,0.9793894290924072,-0.2619813084602356,0.702884316444397,0.7356013655662537,-0.14562758803367615,0.7017273306846619,0.9033647775650024,-0.23391838371753693,0.6705684661865234,1.0144773721694946,-0.2195172905921936,0.6431068181991577,1.0389940738677979,-0.19577404856681824,0.7602991461753845,0.7942137718200684,-0.16325971484184265,0.7526859045028687,0.9339686632156372,-0.23218560218811035,0.7230761051177979,1.0222787857055664,-0.22123391926288605,0.6990258097648621,1.0455189943313599,-0.20017234981060028,move
0.6420682072639465,0.9081922173500061,-2.27117951112632e-07,0.5864019393920898,0.8969866633415222,-0.07051000744104385,0.5262254476547241,0.8645220398902893,-0.1254493147134781,0.508154034614563,0.852932333946228,-0.17346365749835968,0.5292050838470459,0.8401619791984558,-0.22110286355018616,0.559298038482666,0.7351343035697937,-0.12803034484386444,0.5253030061721802,0.6934909224510193,-0.2149375081062317,0.48329102993011475,0.6577993631362915,-0.2725394666194916,0.44147825241088867,0.6227730512619019,-0.31199660897254944,0.6408208608627319,0.7083869576454163,-0.13330958783626556,0.6526364088058472,0.8402546644210815,-0.231997549533844,0.632542610168457,0.9648314714431763,-0.25665318965911865,0.6120923161506653,1.0011214017868042,-0.26193246245384216,0.712617814540863,0.7501164078712463,-0.14486801624298096,0.7133105397224426,0.9111124873161316,-0.2414180338382721,0.6811476945877075,1.0232237577438354,-0.22625714540481567,0.6535865664482117,1.0477750301361084,-0.20041626691818237,0.7663333415985107,0.8104914426803589,-0.16231761872768402,0.76373291015625,0.9433100819587708,-0.23791608214378357,0.7358112335205078,1.0318630933761597,-0.22675684094429016,0.7135817408561707,1.0544489622116089,-0.20487315952777863,move
0.6541354060173035,0.913878321647644,4.1552013385626196e-07,0.5794104933738708,0.9480486512184143,-0.11121940612792969,0.5240228176116943,0.9463594555854797,-0.2080116868019104,0.5526398420333862,0.9597837924957275,-0.29162338376045227,0.613045334815979,0.9573922753334045,-0.37062838673591614,0.5460830330848694,0.7697690725326538,-0.22349080443382263,0.5196576118469238,0.7108785510063171,-0.36494237184524536,0.48387008905410767,0.6813762187957764,-0.4517168402671814,0.44826197624206543,0.6540504693984985,-0.5045334100723267,0.6273542642593384,0.7385398745536804,-0.21876052021980286,0.6516050696372986,0.8182302117347717,-0.3688117563724518,0.6231359243392944,0.8897346258163452,-0.4098590016365051,0.599371075630188,0.8743277788162231,-0.42179495096206665,0.7056121826171875,0.7706031799316406,-0.22158434987068176,0.713290810585022,0.925591766834259,-0.3349297344684601,0.6673787832260132,1.015995740890503,-0.3020007610321045,0.6365588903427124,1.0057058334350586,-0.26387032866477966,0.7659359574317932,0.825279176235199,-0.23655815422534943,0.7597984671592712,0.9622870683670044,-0.31591394543647766,0.7210480570793152,1.0326275825500488,-0.2998991906642914,0.6971070766448975,1.0267606973648071,-0.27467647194862366,move
0.6518862247467041,0.883886456489563,-6.165160471027775e-07,0.5819574594497681,0.8511192202568054,-0.06840069591999054,0.5262824892997742,0.7831559181213379,-0.10762409120798111,0.4926246404647827,0.7222673892974854,-0.14014969766139984,0.451232373714447,0.6508749723434448,-0.17079433798789978,0.5961504578590393,0.7240133881568909,-0.1079229861497879,0.6010603308677673,0.7446126341819763,-0.19013334810733795,0.5905172824859619,0.7417230010032654,-0.24282291531562805,0.5728340744972229,0.7281239628791809,-0.27448511123657227,0.6768660545349121,0.7325505018234253,-0.1121116429567337,0.6902896165847778,0.8929890990257263,-0.21155276894569397,0.658250093460083,1.0026358366012573,-0.24378739297389984,0.6270961165428162,1.0460913181304932,-0.2533233165740967,0.7397885322570801,0.7776212096214294,-0.12279889732599258,0.7331839799880981,0.9472866058349609,-0.22459985315799713,0.6933295130729675,1.0521892309188843,-0.22342514991760254,0.6581010222434998,1.0910636186599731,-0.20392557978630066,0.7755972743034363,0.8345372676849365,-0.13867028057575226,0.7656345367431641,0.9786760807037354,-0.21763445436954498,0.7303662896156311,1.0642685890197754,-0.21635380387306213,0.7022377848625183,1.0947248935699463,-0.20010145008563995,move
0.6479699611663818,0.9012144207954407,-1.846640458325055e-07,0.5769696831703186,0.9116722941398621,-0.05167592689394951,0.5054886341094971,0.9134238958358765,-0.10278303176164627,0.4868730306625366,0.9451980590820312,-0.1517268568277359,0.4782187342643738,0.9512842297554016,-0.20045258104801178,0.5385780334472656,0.7636021971702576,-0.11733856797218323,0.5106907486915588,0.7220821976661682,-0.20064406096935272,0.48230740427970886,0.6944906711578369,-0.25219646096229553,0.4552023112773895,0.6675626635551453,-0.2814784348011017,0.6226336359977722,0.7254405617713928,-0.1251468062400818,0.6276266574859619,0.8183829188346863,-0.2067931890487671,0.6106487512588501,0.8513610363006592,-0.23133589327335358,0.5989615321159363,0.8362152576446533,-0.23898816108703613,0.6960788369178772,0.7476154565811157,-0.1371966451406479,0.689527153968811,0.9319916367530823,-0.21270029246807098,0.6511406898498535,1.0130079984664917,-0.20653413236141205,0.6312304139137268,1.0168254375457764,-0.1887824684381485,0.7615118026733398,0.8001642823219299,-0.1546870917081833,0.7482329607009888,0.954651951789856,-0.20801781117916107,0.7096376419067383,1.0234264135360718,-0.20292451977729797,0.6877461075782776,1.0281054973602295,-0.18901178240776062,move
0.6483637690544128,0.8835763335227966,-6.974644293222809e-07,0.5853020548820496,0.8713409900665283,-0.047782693058252335,0.5212340354919434,0.8383246660232544,-0.08249108493328094,0.4893583357334137,0.8108261823654175,-0.11518242955207825,0.45816075801849365,0.7540079355239868,-0.14836286008358002,0.5600285530090332,0.7508549690246582,-0.10147400200366974,0.5378875732421875,0.7237712144851685,-0.17045529186725616,0.505302906036377,0.6912177205085754,-0.21646691858768463,0.47774046659469604,0.6574817895889282,-0.2480449676513672,0.6414477825164795,0.7273386716842651,-0.11243458092212677,0.6547438502311707,0.8903167843818665,-0.2025124579668045,0.6317390203475952,1.0088984966278076,-0.2262451946735382,0.6092300415039062,1.0640310049057007,-0.2306337058544159,0.7135109901428223,0.7607634663581848,-0.1270192414522171,0.7105920314788818,0.9573134779930115,-0.21765337884426117,0.6791011095046997,1.0676621198654175,-0.21096178889274597,0.6518814563751221,1.1116527318954468,-0.19073492288589478,0.7676342725753784,0.8160359263420105,-0.14561422169208527,0.7604477405548096,0.974073588848114,-0.21813905239105225,0.7290361523628235,1.0618257522583008,-0.21650885045528412,0.7030768394470215,1.096589207649231,-0.20196259021759033,move
0.6436592936515808,0.9290269613265991,-5.89451985888445e-07,0.5810143351554871,0.9143245220184326,-0.05966517701745033,0.5189028978347778,0.8591210842132568,-0.10085771232843399,0.48766231536865234,0.8057541847229004,-0.1372392624616623,0.46672871708869934,0.7397500872612,-0.17149846255779266,0.5536475777626038,0.7690984010696411,-0.10992226749658585,0.5298405289649963,0.7355883717536926,-0.19038398563861847,0.49772071838378906,0.7030730843544006,-0.23939023911952972,0.4680066704750061,0.6650025248527527,-0.27056750655174255,0.6360054016113281,0.7427149415016174,-0.11770573258399963,0.6526481509208679,0.8766653537750244,-0.21474890410900116,0.619074285030365,0.9850451350212097,-0.2381797432899475,0.5878699421882629,1.0141417980194092,-0.24059483408927917,0.7097703218460083,0.7748342156410217,-0.13116297125816345,0.7117206454277039,0.9577083587646484,-0.2281157374382019,0.6738355159759521,1.0636188983917236,-0.21642372012138367,0.6437714099884033,1.0804904699325562,-0.19126984477043152,0.7700150012969971,0.8277428150177002,-0.14984586834907532,0.765296459197998,0.9786708950996399,-0.22246690094470978,0.7274476885795593,1.0656781196594238,-0.21476025879383087,0.696234941482544,1.0832669734954834,-0.19507618248462677,move
0.6442773938179016,0.9000177979469299,-6.472403129009763e-07,0.5859296321868896,0.8821789622306824,-0.06283318251371384,0.5321485996246338,0.8207294940948486,-0.10484331846237183,0.5009270310401917,0.7610005140304565,-0.1412830352783203,0.46297067403793335,0.6889103055000305,-0.17703036963939667,0.5592106580734253,0.7657737731933594,-0.12252026796340942,0.5359057188034058,0.7451170682907104,-0.20614026486873627,0.5026015043258667,0.7126268744468689,-0.2560633718967438,0.4738960862159729,0.6748149394989014,-0.28738123178482056,0.6404714584350586,0.747273325920105,-0.1296565979719162,0.6557850241661072,0.904779314994812,-0.2325073778629303,0.6274019479751587,1.019062876701355,-0.2574884295463562,0.6031512022018433,1.0556663274765015,-0.2613316774368286,0.7133758664131165,0.7801271080970764,-0.14201702177524567,0.7120500802993774,0.9721877574920654,-0.24471426010131836,0.6773613095283508,1.0784270763397217,-0.23542146384716034,0.651324987411499,1.0998841524124146,-0.2117084562778473,0.7712938189506531,0.8289139270782471,-0.15945929288864136,0.7649577856063843,0.9828384518623352,-0.2361968606710434,0.730014443397522,1.0726829767227173,-0.23072832822799683,0.7038131952285767,1.0944390296936035,-0.21304933726787567,move
0.6482774615287781,0.9088273048400879,-2.671979189017293e-07,0.5861096382141113,0.9193596839904785,-0.06756443530321121,0.5230292081832886,0.9012759923934937,-0.12305615842342377,0.5017951130867004,0.8936223387718201,-0.1720554679632187,0.500999391078949,0.8617302775382996,-0.21926714479923248,0.5578689575195312,0.7795999050140381,-0.13252553343772888,0.5256419777870178,0.7574557662010193,-0.22431865334510803,0.4892085790634155,0.7212945818901062,-0.28187909722328186,0.4560620188713074,0.6853518486022949,-0.31915929913520813,0.6385184526443481,0.744836688041687,-0.13718484342098236,0.6518010497093201,0.8690581321716309,-0.23139652609825134,0.6195447444915771,0.9458349943161011,-0.2509385943412781,0.5901772379875183,0.9397451877593994,-0.2539139688014984,0.7127503752708435,0.7769297361373901,-0.14869076013565063,0.7114706039428711,0.9645974040031433,-0.23357687890529633,0.66951584815979,1.042402982711792,-0.21346347033977509,0.6411799788475037,1.032529354095459,-0.18797622621059418,0.7711870670318604,0.8336730003356934,-0.1675824224948883,0.7649768590927124,0.991891086101532,-0.2357075959444046,0.7298058867454529,1.0554777383804321,-0.22852866351604462,0.7071802616119385,1.0500078201293945,-0.21218925714492798,move
